22	Gamma	1	0.0	2	-1	0	0	0	0	0	0	0	0
111	pi0	1	0.1349768	1	-1	0	0	0	0	0	0	0	0
211	pi+	1	0.13957039	1	-1	0	1	0	0	0	0	0	0
321	K+	1	0.493677	1	-1	0	1	1	0	1	0	0	0
311	K0	1	0.497611	1	-1	0	0	1	0	1	0	0	0
221	eta	0	0.547862	1	-1	0	0	0	0	0	0	1.31e-06	0
213	rho+	0	0.775185	3	-1	0	1	0	0	0	0	0.14825	0
113	rho0	0	0.775185	3	-1	0	0	0	0	0	0	0.14825	0
223	omega(782)	0	0.78266	3	-1	0	0	0	0	0	0	0.00868	0
323	K*(892)+	0	0.89167	3	-1	0	1	1	0	1	0	0.0514	0
313	K*(892)0	0	0.89555	3	-1	0	0	1	0	1	0	0.0473	0
331	eta'(958)	0	0.95778	1	-1	0	0	0	0	0	0	0.000188	0
9000211	a0(980)+	0	0.98	1	-1	0	1	0	0	0	0	0.075	0
9000111	a0(980)0	0	0.98	1	-1	0	0	0	0	0	0	0.075	0
9010221	f0(980)	0	0.99	1	-1	0	0	0	0	0	0	0.055	0
333	phi(1020)	0	1.019461	3	-1	0	0	0	0	0	0	0.004249	0
10223	h1(1170)	0	1.166	3	-1	0	0	0	0	0	0	0.375	0
10213	b1(1235)+	0	1.2295	3	-1	0	1	0	0	0	0	0.142	0
10113	b1(1235)0	0	1.2295	3	-1	0	0	0	0	0	0	0.142	0
20213	a1(1260)+	0	1.23	3	-1	0	1	0	0	0	0	0.425	0
20113	a1(1260)0	0	1.23	3	-1	0	0	0	0	0	0	0.425	0
10323	K1(1270)+	0	1.253	3	-1	0	1	1	0	1	0	0.09	0
10313	K1(1270)0	0	1.253	3	-1	0	0	1	0	1	0	0.09	0
225	f2(1270)	0	1.2755	5	-1	0	0	0	0	0	0	0.1867	0
100221	eta(1295)	0	1.294	1	-1	0	0	0	0	0	0	0.055	0
100211	pi(1300)+	0	1.3	1	-1	0	1	0	0	0	0	0.4	0
100111	pi(1300)0	0	1.3	1	-1	0	0	0	0	0	0	0.4	0
10221	f0(1370)	0	1.35	1	-1	0	0	0	0	0	0	0.35	0
9000113	pi1(1400)0	0	1.351	3	-1	0	0	0	0	0	0	0.31	0
9000213	pi1(1400)+	0	1.354	3	-1	0	1	0	0	0	0	0.33	0
20223	f1(1285)	0	1.37	3	-1	0	0	0	0	0	0	0.0227	0
215	a2(1320)+	0	1.37	5	-1	0	1	0	0	0	0	0.105	0
115	a2(1320)0	0	1.37	5	-1	0	0	0	0	0	0	0.105	0
20313	K1(1400)0	0	1.403	3	-1	0	0	1	0	1	0	0.174	0
20323	K1(1400)+	0	1.4051	3	-1	0	1	1	0	1	0	0.174	0
9020221	eta(1405)	0	1.4088	1	-1	0	0	0	0	0	0	0.0501	0
100223	omega(1420)	0	1.41	3	-1	0	0	0	0	0	0	0.29	0
100323	K*(1410)+	0	1.414	3	-1	0	1	1	0	1	0	0.232	0
100313	K*(1410)0	0	1.414	3	-1	0	0	1	0	1	0	0.232	0
10333	h1(1415)	0	1.416	3	-1	0	0	0	0	0	0	0.09	0
10321	K0*(1430)+	0	1.425	1	-1	0	1	1	0	1	0	0.27	0
10311	K0*(1430)0	0	1.425	1	-1	0	0	1	0	1	0	0.27	0
20333	f1(1420)	0	1.4263	3	-1	0	0	0	0	0	0	0.0545	0
325	K2*(1430)+	0	1.4273	5	-1	0	1	1	0	1	0	0.1	0
9000225	f2(1430)	0	1.43	5	-1	0	0	0	0	0	0	0.013	0
315	K2*(1430)0	0	1.4324	5	-1	0	0	1	0	1	0	0.109	0
100321	K(1460)+	0	1.447	1	-1	0	1	1	0	1	0	0.282	0
100311	K(1460)0	0	1.447	1	-1	0	0	1	0	1	0	0.282	0
100213	rho(1450)+	0	1.465	3	-1	0	1	0	0	0	0	0.4	0
100113	rho(1450)0	0	1.465	3	-1	0	0	0	0	0	0	0.4	0
10211	a0(1450)+	0	1.474	1	-1	0	1	0	0	0	0	0.265	0
10111	a0(1450)0	0	1.474	1	-1	0	0	0	0	0	0	0.265	0
100331	eta(1475)	0	1.475	1	-1	0	0	0	0	0	0	0.09	0
335	f2'(1525)	0	1.5174	5	-1	0	0	0	0	0	0	0.086	0
9000223	f1(1510)	0	1.518	3	-1	0	0	0	0	0	0	0.073	0
9010225	f2(1565)	0	1.549	5	-1	0	0	0	0	0	0	0.122	0
9030221	f0(1500)	0	1.56	1	-1	0	0	0	0	0	0	0.112	0
7030213	rho(1570)+	0	1.57	3	-1	0	1	0	0	0	0	0.144	0
7030113	rho(1570)0	0	1.57	3	-1	0	0	0	0	0	0	0.144	0
9000325	K2(1580)+	0	1.58	5	-1	0	1	1	0	1	0	0.11	0
9000315	K2(1580)0	0	1.58	5	-1	0	0	1	0	1	0	0.11	0
9010223	h1(1595)	0	1.594	3	-1	0	0	0	0	0	0	0.384	0
10225	eta2(1645)	0	1.617	5	-1	0	0	0	0	0	0	0.181	0
7010323	K(1630)+	0	1.629	3	-1	0	1	1	0	1	0	0.016	0
7010313	K(1630)0	0	1.629	3	-1	0	0	1	0	1	0	0.016	0
9020225	f2(1640)	0	1.639	5	-1	0	0	0	0	0	0	0.099	0
9020213	a1(1640)+	0	1.655	3	-1	0	1	0	0	0	0	0.254	0
9020113	a1(1640)0	0	1.655	3	-1	0	0	0	0	0	0	0.254	0
9010213	pi1(1600)+	0	1.661	3	-1	0	1	0	0	0	0	0.24	0
9010113	pi1(1600)0	0	1.661	3	-1	0	0	0	0	0	0	0.24	0
227	omega3(1670)	0	1.667	7	-1	0	0	0	0	0	0	0.168	0
30223	omega(1650)	0	1.67	3	-1	0	0	0	0	0	0	0.315	0
10215	pi2(1670)+	0	1.6706	5	-1	0	1	0	0	0	0	0.258	0
10115	pi2(1670)0	0	1.6706	5	-1	0	0	0	0	0	0	0.258	0
9000323	K1(1650)+	0	1.672	3	-1	0	1	1	0	1	0	0.158	0
9000313	K1(1650)0	0	1.672	3	-1	0	0	1	0	1	0	0.158	0
100333	phi(1680)	0	1.68	3	-1	0	0	0	0	0	0	0.15	0
217	rho3(1690)+	0	1.6888	7	-1	0	1	0	0	0	0	0.161	0
117	rho3(1690)0	0	1.6888	7	-1	0	0	0	0	0	0	0.161	0
9000215	a2(1700)+	0	1.698	5	-1	0	1	0	0	0	0	0.265	0
9000115	a2(1700)0	0	1.698	5	-1	0	0	0	0	0	0	0.265	0
10331	f0(1710)	0	1.704	1	-1	0	0	0	0	0	0	0.123	0
30323	K*(1680)+	0	1.718	3	-1	0	1	1	0	1	0	0.322	0
30313	K*(1680)0	0	1.718	3	-1	0	0	1	0	1	0	0.322	0
30213	rho(1700)+	0	1.72	3	-1	0	1	0	0	0	0	0.25	0
30113	rho(1700)0	0	1.72	3	-1	0	0	0	0	0	0	0.25	0
9040221	eta(1760)	0	1.751	1	-1	0	0	0	0	0	0	0.24	0
10325	K2(1770)+	0	1.773	5	-1	0	1	1	0	1	0	0.186	0
10315	K2(1770)0	0	1.773	5	-1	0	0	1	0	1	0	0.186	0
327	K3*(1780)+	0	1.779	7	-1	0	1	1	0	1	0	0.161	0
317	K3*(1780)0	0	1.779	7	-1	0	0	1	0	1	0	0.161	0
9010211	pi(1800)+	0	1.81	1	-1	0	1	0	0	0	0	0.215	0
9010111	pi(1800)0	0	1.81	1	-1	0	0	0	0	0	0	0.215	0
9030225	f2(1810)	0	1.815	5	-1	0	0	0	0	0	0	0.197	0
20325	K2(1820)+	0	1.819	5	-1	0	1	1	0	1	0	0.264	0
20315	K2(1820)0	0	1.819	5	-1	0	0	1	0	1	0	0.264	0
7200221	X(1835)	0	1.8265	1	-1	0	0	0	0	0	0	0.242	0
10335	eta2(1870)	0	1.842	5	-1	0	0	0	0	0	0	0.225	0
337	phi3(1850)	0	1.854	7	-1	0	0	0	0	0	0	0.087	0
9010321	K(1830)+	0	1.874	1	-1	0	1	1	0	1	0	0.168	0
9010311	K(1830)0	0	1.874	1	-1	0	0	1	0	1	0	0.168	0
